lab-python-app  | 127.0.0.1 - - [13/May/2026 23:48:58] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:02:34] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:02:49] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:03:04] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:03:19] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:03:34] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:03:49] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:04:05] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:04:20] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:04:35] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:04:50] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:05:05] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:05:20] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:05:35] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:05:50] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:06:06] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:06:21] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:06:36] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:06:51] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:07:06] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:07:21] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:07:36] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:07:52] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:08:07] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:08:22] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:08:37] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:08:52] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:09:07] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:09:22] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:09:37] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:09:53] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:10:08] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:10:23] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:10:38] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:10:53] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:11:08] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:11:23] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:11:38] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:11:54] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:12:09] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:12:24] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:12:39] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:12:54] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:13:09] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:13:24] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:13:39] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:13:54] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:14:10] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:14:25] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:14:40] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:14:55] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:15:10] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:15:25] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:15:40] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:15:56] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:16:11] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:16:26] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:16:41] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:16:56] "GET /health HTTP/1.1" 200 -
lab-python-app  | 172.18.0.1 - - [14/May/2026 00:17:04] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:17:11] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:17:26] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:17:42] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:17:57] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:18:12] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:18:27] "GET /health HTTP/1.1" 200 -
lab-python-app  | 127.0.0.1 - - [14/May/2026 00:18:42] "GET /health HTTP/1.1" 200 -
lab-postgres    | The files belonging to this database system will be owned by user "postgres".
lab-postgres    | This user must also own the server process.
lab-postgres    | 
lab-postgres    | The database cluster will be initialized with locale "en_US.utf8".
lab-postgres    | The default database encoding has accordingly been set to "UTF8".
lab-postgres    | The default text search configuration will be set to "english".
lab-postgres    | 
lab-postgres    | Data page checksums are disabled.
lab-postgres    | 
lab-postgres    | fixing permissions on existing directory /var/lib/postgresql/data ... ok
lab-postgres    | creating subdirectories ... ok
lab-postgres    | selecting dynamic shared memory implementation ... posix
lab-postgres    | selecting default max_connections ... 100
lab-postgres    | selecting default shared_buffers ... 128MB
lab-postgres    | selecting default time zone ... UTC
lab-postgres    | creating configuration files ... ok
lab-postgres    | running bootstrap script ... ok
lab-postgres    | sh: locale: not found
lab-postgres    | 2026-05-13 22:57:04.457 UTC [35] WARNING:  no usable system locales were found
lab-postgres    | performing post-bootstrap initialization ... ok
lab-postgres    | syncing data to disk ... ok
lab-postgres    | 
lab-postgres    | 
lab-postgres    | Success. You can now start the database server using:
lab-postgres    | 
lab-postgres    |     pg_ctl -D /var/lib/postgresql/data -l logfile start
lab-postgres    | 
lab-postgres    | initdb: warning: enabling "trust" authentication for local connections
lab-postgres    | initdb: hint: You can change this by editing pg_hba.conf or using the option -A, or --auth-local and --auth-host, the next time you run initdb.
lab-postgres    | waiting for server to start....2026-05-13 22:57:05.201 UTC [41] LOG:  starting PostgreSQL 16.13 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
lab-postgres    | 2026-05-13 22:57:05.205 UTC [41] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
lab-postgres    | 2026-05-13 22:57:05.216 UTC [44] LOG:  database system was shut down at 2026-05-13 22:57:04 UTC
lab-postgres    | 2026-05-13 22:57:05.223 UTC [41] LOG:  database system is ready to accept connections
lab-postgres    |  done
lab-postgres    | server started
lab-postgres    | CREATE DATABASE
lab-postgres    | 
lab-postgres    | 
lab-postgres    | /usr/local/bin/docker-entrypoint.sh: ignoring /docker-entrypoint-initdb.d/*
lab-postgres    | 
lab-postgres    | waiting for server to shut down...2026-05-13 22:57:05.357 UTC [41] LOG:  received fast shutdown request
lab-postgres    | .2026-05-13 22:57:05.361 UTC [41] LOG:  aborting any active transactions
lab-postgres    | 2026-05-13 22:57:05.363 UTC [41] LOG:  background worker "logical replication launcher" (PID 47) exited with exit code 1
lab-postgres    | 2026-05-13 22:57:05.364 UTC [42] LOG:  shutting down
lab-postgres    | 2026-05-13 22:57:05.367 UTC [42] LOG:  checkpoint starting: shutdown immediate
lab-postgres    | 2026-05-13 22:57:05.478 UTC [42] LOG:  checkpoint complete: wrote 926 buffers (5.7%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.024 s, sync=0.078 s, total=0.115 s; sync files=301, longest=0.010 s, average=0.001 s; distance=4272 kB, estimate=4272 kB; lsn=0/191E928, redo lsn=0/191E928
lab-postgres    | 2026-05-13 22:57:05.487 UTC [41] LOG:  database system is shut down
lab-postgres    |  done
lab-postgres    | server stopped
lab-postgres    | 
lab-postgres    | PostgreSQL init process complete; ready for start up.
lab-postgres    | 
lab-postgres    | 2026-05-13 22:57:05.583 UTC [1] LOG:  starting PostgreSQL 16.13 on x86_64-pc-linux-musl, compiled by gcc (Alpine 15.2.0) 15.2.0, 64-bit
lab-postgres    | 2026-05-13 22:57:05.583 UTC [1] LOG:  listening on IPv4 address "0.0.0.0", port 5432
lab-postgres    | 2026-05-13 22:57:05.583 UTC [1] LOG:  listening on IPv6 address "::", port 5432
lab-postgres    | 2026-05-13 22:57:05.591 UTC [1] LOG:  listening on Unix socket "/var/run/postgresql/.s.PGSQL.5432"
lab-postgres    | 2026-05-13 22:57:05.598 UTC [57] LOG:  database system was shut down at 2026-05-13 22:57:05 UTC
lab-postgres    | 2026-05-13 22:57:05.605 UTC [1] LOG:  database system is ready to accept connections
lab-postgres    | 2026-05-13 23:02:05.037 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:06:35.186 UTC [55] LOG:  checkpoint complete: wrote 7787 buffers (47.5%); 0 WAL file(s) added, 0 removed, 7 recycled; write=269.973 s, sync=0.146 s, total=270.149 s; sync files=1049, longest=0.003 s, average=0.001 s; distance=121518 kB, estimate=121518 kB; lsn=0/9002450, redo lsn=0/8FCA128
lab-postgres    | 2026-05-13 23:07:05.215 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:07:11.352 UTC [55] LOG:  checkpoint complete: wrote 62 buffers (0.4%); 0 WAL file(s) added, 0 removed, 1 recycled; write=6.115 s, sync=0.009 s, total=6.138 s; sync files=29, longest=0.003 s, average=0.001 s; distance=237 kB, estimate=109389 kB; lsn=0/9008710, redo lsn=0/90058D8
lab-postgres    | 2026-05-13 23:12:05.417 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:12:08.273 UTC [55] LOG:  checkpoint complete: wrote 29 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.817 s, sync=0.011 s, total=2.856 s; sync files=19, longest=0.005 s, average=0.001 s; distance=200 kB, estimate=98471 kB; lsn=0/9037CA8, redo lsn=0/9037A30
lab-postgres    | 2026-05-13 23:17:05.277 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:17:09.007 UTC [55] LOG:  checkpoint complete: wrote 38 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.710 s, sync=0.009 s, total=3.731 s; sync files=21, longest=0.003 s, average=0.001 s; distance=251 kB, estimate=88649 kB; lsn=0/9076A48, redo lsn=0/9076A10
lab-postgres    | 2026-05-13 23:22:05.096 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:22:10.467 UTC [55] LOG:  checkpoint complete: wrote 54 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.314 s, sync=0.044 s, total=5.372 s; sync files=24, longest=0.028 s, average=0.002 s; distance=315 kB, estimate=79815 kB; lsn=0/90C8518, redo lsn=0/90C58E8
lab-postgres    | 2026-05-13 23:27:05.535 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:27:09.062 UTC [55] LOG:  checkpoint complete: wrote 36 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.509 s, sync=0.007 s, total=3.528 s; sync files=19, longest=0.003 s, average=0.001 s; distance=227 kB, estimate=71856 kB; lsn=0/91015C8, redo lsn=0/90FE7E0
lab-postgres    | 2026-05-13 23:32:05.128 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:32:09.764 UTC [55] LOG:  checkpoint complete: wrote 48 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.614 s, sync=0.012 s, total=4.637 s; sync files=24, longest=0.004 s, average=0.001 s; distance=290 kB, estimate=64700 kB; lsn=0/9149CD8, redo lsn=0/91470C0
lab-postgres    | 2026-05-13 23:37:05.852 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:37:09.381 UTC [55] LOG:  checkpoint complete: wrote 36 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=3.510 s, sync=0.008 s, total=3.529 s; sync files=17, longest=0.003 s, average=0.001 s; distance=250 kB, estimate=58255 kB; lsn=0/9188620, redo lsn=0/9185A28
lab-postgres    | 2026-05-13 23:42:05.469 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:42:10.504 UTC [55] LOG:  checkpoint complete: wrote 51 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.013 s, sync=0.010 s, total=5.035 s; sync files=21, longest=0.003 s, average=0.001 s; distance=325 kB, estimate=52462 kB; lsn=0/91D9C60, redo lsn=0/91D6E78
lab-postgres    | 2026-05-13 23:47:05.588 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:47:10.021 UTC [55] LOG:  checkpoint complete: wrote 45 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.411 s, sync=0.010 s, total=4.433 s; sync files=17, longest=0.003 s, average=0.001 s; distance=277 kB, estimate=47243 kB; lsn=0/921F320, redo lsn=0/921C538
lab-postgres    | 2026-05-13 23:52:05.110 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:52:11.354 UTC [55] LOG:  checkpoint complete: wrote 63 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.219 s, sync=0.010 s, total=6.244 s; sync files=21, longest=0.004 s, average=0.001 s; distance=319 kB, estimate=42551 kB; lsn=0/926EDD8, redo lsn=0/926C1F8
lab-postgres    | 2026-05-13 23:57:05.442 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-13 23:57:10.778 UTC [55] LOG:  checkpoint complete: wrote 54 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=5.313 s, sync=0.010 s, total=5.336 s; sync files=19, longest=0.005 s, average=0.001 s; distance=334 kB, estimate=38329 kB; lsn=0/92C2768, redo lsn=0/92BFB70
lab-postgres    | 2026-05-14 00:02:05.842 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-14 00:02:12.485 UTC [55] LOG:  checkpoint complete: wrote 68 buffers (0.4%); 0 WAL file(s) added, 0 removed, 0 recycled; write=6.618 s, sync=0.008 s, total=6.643 s; sync files=23, longest=0.004 s, average=0.001 s; distance=301 kB, estimate=34526 kB; lsn=0/930E0A8, redo lsn=0/930B2A8
lab-postgres    | 2026-05-14 00:07:05.574 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-14 00:07:10.416 UTC [55] LOG:  checkpoint complete: wrote 49 buffers (0.3%); 0 WAL file(s) added, 0 removed, 0 recycled; write=4.815 s, sync=0.012 s, total=4.842 s; sync files=18, longest=0.003 s, average=0.001 s; distance=304 kB, estimate=31104 kB; lsn=0/935A490, redo lsn=0/9357658
lab-postgres    | 2026-05-14 00:12:05.431 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-14 00:12:14.784 UTC [55] LOG:  checkpoint complete: wrote 94 buffers (0.6%); 0 WAL file(s) added, 0 removed, 0 recycled; write=9.325 s, sync=0.014 s, total=9.353 s; sync files=43, longest=0.004 s, average=0.001 s; distance=379 kB, estimate=28032 kB; lsn=0/93B9580, redo lsn=0/93B6558
lab-postgres    | 2026-05-14 00:17:05.841 UTC [55] LOG:  checkpoint starting: time
lab-postgres    | 2026-05-14 00:17:40.673 UTC [55] LOG:  checkpoint complete: wrote 349 buffers (2.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=34.784 s, sync=0.034 s, total=34.833 s; sync files=160, longest=0.004 s, average=0.001 s; distance=1778 kB, estimate=25406 kB; lsn=0/959E668, redo lsn=0/9572F58
lab-zabbix-server  |    414:20260513:225755.480 item "Zabbix server:zabbix[vmware,buffer,pused]" became not supported: No "vmware collector" processes started.
lab-zabbix-server  |    411:20260513:225758.475 item "Zabbix server:zabbix[process,report writer,avg,busy]" became not supported: No "report writer" processes started.
lab-zabbix-server  |    411:20260513:225759.478 item "Zabbix server:zabbix[process,report manager,avg,busy]" became not supported: No "report manager" processes started.
lab-zabbix-server  |    447:20260513:225803.438 Zabbix agent item "system.uptime" on host "Zabbix server" failed: another network error, wait for 15 seconds
lab-zabbix-server  |    433:20260513:225818.002 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    447:20260513:225818.437 Zabbix agent item "system.cpu.intr" on host "Zabbix server" failed: another network error, wait for 15 seconds
lab-zabbix-server  |    411:20260513:225828.518 item "Zabbix server:zabbix[connector_queue]" became not supported: connector is not initialized: please check "StartConnectors" configuration parameter
lab-zabbix-server  |    411:20260513:225829.523 item "Zabbix server:zabbix[process,connector manager,avg,busy]" became not supported: No "connector manager" processes started.
lab-zabbix-server  |    411:20260513:225830.528 item "Zabbix server:zabbix[process,connector worker,avg,busy]" became not supported: No "connector worker" processes started.
lab-zabbix-server  |    447:20260513:225833.436 temporarily disabling Zabbix agent checks on host "Zabbix server": interface unavailable
lab-zabbix-server  |    432:20260513:225918.997 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    432:20260513:230018.995 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:230118.991 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:230218.989 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:230318.987 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:230418.983 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    434:20260513:230518.982 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    431:20260513:230618.977 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:230718.975 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:230818.973 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:230918.970 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    431:20260513:231018.967 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    432:20260513:231118.965 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    434:20260513:231218.962 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    432:20260513:231318.958 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:231418.957 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    432:20260513:231518.954 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:231618.951 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:231718.949 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    434:20260513:231818.947 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    432:20260513:231918.944 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:232018.942 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    432:20260513:232118.939 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:232218.937 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    433:20260513:232318.934 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
lab-zabbix-server  |    430:20260513:232418.933 cannot send list of active checks to "172.18.0.6": host [LAB - Docker Agent2] not found
